ID,X,Y,Z,Cu,Mo,Grade Shell,Date Drilled
1.0,36226.0,27295.1,803.75,0.14962999999999999,0.00923,1.0,2003-08-01
1.0,36226.0,27295.1,813.75,0.13375,0.001,1.0,2003-08-01
1.0,36226.0,27295.1,823.75,0.0679,0.00153,1.0,2003-08-01
1.0,36226.0,27295.1,833.75,0.01683,0.00156,1.0,2003-08-01
1.0,36226.0,27295.1,843.75,0.13758,0.01003,1.0,2003-08-01
1.0,36226.0,27295.1,853.75,0.11832000000000001,0.00061,1.0,2003-08-01
1.0,36226.0,27295.1,863.75,0.02558,0.00213,1.0,2003-08-01
1.0,36226.0,27295.1,873.75,0.05,0.001,1.0,2003-08-01
2.0,35451.1,27281.3,829.6375,0.06329,0.0013,1.0,2003-03-01
2.0,35451.1,27281.3,839.6375,0.02264,0.00148,1.0,2003-03-01
2.0,35451.1,27281.3,849.6375,0.02721,0.00223,1.0,2003-03-01
2.0,35451.1,27281.3,859.6375,0.06024,0.00117,1.0,2003-03-01
2.0,35451.1,27281.3,869.6375,0.09843,0.00335,1.0,2003-03-01
2.0,35451.1,27281.3,879.6375,0.08029,0.00061,1.0,2003-03-01
2.0,35451.1,27281.3,889.6375,0.09835,0.00013,1.0,2003-03-01
2.0,35451.1,27281.3,899.6375,0.10347999999999999,0.00093,1.0,2003-03-01
2.0,35451.1,27281.3,909.6375,0.07252,0.00154,1.0,2003-03-01
2.0,35451.1,27281.3,919.6375,0.19487000000000002,0.00535,1.0,2003-03-01
2.0,35451.1,27281.3,929.6375,0.12405,0.00779,1.0,2003-03-01
2.0,35451.1,27281.3,939.6375,0.05344,0.00798,1.0,2003-03-01
2.0,35451.1,27281.3,949.6375,0.04796,0.00273,1.0,2003-03-01
2.0,35451.1,27281.3,959.6375,0.04699,0.00235,1.0,2003-03-01
7.0,34719.0,27652.3,844.625,0.10712999999999999,0.001,1.0,2006-03-01
7.0,34719.0,27652.3,854.625,0.0101,0.001,1.0,2006-03-01
7.0,34719.0,27652.3,864.625,0.02135,0.00152,1.0,2006-03-01
7.0,34719.0,27652.3,874.625,0.00775,0.001,1.0,2006-03-01
7.0,34719.0,27652.3,884.625,0.03845,0.00473,1.0,2006-03-01
7.0,34719.0,27652.3,894.625,0.0278,0.01754,1.0,2006-03-01
7.0,34719.0,27652.3,904.625,0.1996,0.00178,1.0,2006-03-01
7.0,34719.0,27652.3,914.625,0.10195,0.00039,1.0,2006-03-01
7.0,34719.0,27652.3,924.625,0.1184,0.00401,1.0,2006-03-01
7.0,34719.0,27652.3,934.625,0.10842,0.00293,1.0,2006-03-01
8.0,36182.0,27041.9,978.7,0.0228,0.001,1.0,2002-02-01
8.0,36182.0,27041.9,988.7,0.15398,0.02648,1.0,2002-02-01
8.0,36182.0,27041.9,998.7,0.03643,0.0086,1.0,2002-02-01
8.0,36182.0,27041.9,1008.7,0.04385,0.001,1.0,2002-02-01
8.0,36182.0,27041.9,1018.7,0.0196,0.001,1.0,2002-02-01
8.0,36182.0,27041.9,1028.7,0.00175,0.001,1.0,2002-02-01
8.0,36182.0,27041.9,1038.7,0.00539,0.01689,1.0,2002-02-01
9.0,35636.6,27888.0,709.9625,0.14173,0.001,1.0,2003-07-01
9.0,35636.6,27888.0,719.9625,0.2496,0.00061,1.0,2003-07-01
9.0,35636.6,27888.0,729.9625,0.17174,0.00365,1.0,2003-07-01
9.0,35636.6,27888.0,739.9625,0.29046,0.00263,1.0,2003-07-01
9.0,35636.6,27888.0,749.9625,0.26126,0.00986,1.0,2003-07-01
9.0,35636.6,27888.0,759.9625,0.38081,0.00583,1.0,2003-07-01
9.0,35636.6,27888.0,769.9625,0.56209,0.01182,2.0,2003-07-01
9.0,35636.6,27888.0,779.9625,0.3003,0.01014,2.0,2003-07-01
9.0,35636.6,27888.0,789.9625,0.66732,0.02344,2.0,2003-07-01
9.0,35636.6,27888.0,799.9625,0.29097,0.00894,2.0,2003-07-01
9.0,35636.6,27888.0,809.9625,0.30128,0.03061,2.0,2003-07-01
9.0,35636.6,27888.0,819.9625,0.49133999999999994,0.03143,2.0,2003-07-01
9.0,35636.6,27888.0,829.9625,0.49335,0.05031,2.0,2003-07-01
9.0,35636.6,27888.0,839.9625,0.53525,0.06406,2.0,2003-07-01
9.0,35636.6,27888.0,849.9625,0.4377,0.06825,2.0,2003-07-01
9.0,35636.6,27888.0,859.9625,0.28996,0.03831,2.0,2003-07-01
9.0,35636.6,27888.0,869.9625,0.48958,0.12459,2.0,2003-07-01
9.0,35636.6,27888.0,879.9625,0.54237,0.05932,2.0,2003-07-01
9.0,35636.6,27888.0,889.9625,0.39832,0.03166,2.0,2003-07-01
9.0,35636.6,27888.0,899.9625,0.64604,0.05806,2.0,2003-07-01
9.0,35636.6,27888.0,909.9625,0.47008999999999995,0.08828,2.0,2003-07-01
9.0,35636.6,27888.0,919.9625,0.68815,0.09992,2.0,2003-07-01
9.0,35636.6,27888.0,929.9625,0.79813,0.0943,2.0,2003-07-01
9.0,35636.6,27888.0,939.9625,0.57325,0.05974,2.0,2003-07-01
9.0,35636.6,27888.0,949.9625,0.9323299999999999,0.02397,2.0,2003-07-01
9.0,35636.6,27888.0,959.9625,0.61246,0.0209,2.0,2003-07-01
9.0,35636.6,27888.0,969.9625,1.00684,0.01769,2.0,2003-07-01
9.0,35636.6,27888.0,979.9625,0.60719,0.00967,2.0,2003-07-01
9.0,35636.6,27888.0,989.9625,0.7195600000000001,0.00742,2.0,2003-07-01
10.0,35768.8,28010.0,782.3,0.11757999999999999,0.10024,1.0,2001-05-01
10.0,35768.8,28010.0,792.3,0.10613,0.00105,1.0,2001-05-01
10.0,35768.8,28010.0,802.3,0.1102,0.00108,1.0,2001-05-01
10.0,35768.8,28010.0,812.3,0.19647,0.00351,1.0,2001-05-01
10.0,35768.8,28010.0,822.3,0.27985,0.00787,1.0,2001-05-01
10.0,35768.8,28010.0,832.3,0.28625,0.008,1.0,2001-05-01
10.0,35768.8,28010.0,842.3,0.22096999999999997,0.00206,1.0,2001-05-01
10.0,35768.8,28010.0,852.3,0.33098,0.0038,1.0,2001-05-01
10.0,35768.8,28010.0,862.3,0.71075,0.00527,2.0,2001-05-01
10.0,35768.8,28010.0,872.3,0.3803,0.00983,2.0,2001-05-01
10.0,35768.8,28010.0,882.3,0.48977,0.00544,2.0,2001-05-01
10.0,35768.8,28010.0,892.3,0.38553000000000004,0.02038,2.0,2001-05-01
10.0,35768.8,28010.0,902.3,0.61492,0.006,2.0,2001-05-01
10.0,35768.8,28010.0,912.3,0.6269,0.02807,2.0,2001-05-01
10.0,35768.8,28010.0,922.3,0.53267,0.02302,2.0,2001-05-01
10.0,35768.8,28010.0,932.3,0.4373,0.00983,2.0,2001-05-01
10.0,35768.8,28010.0,942.3,0.4709,0.0077,2.0,2001-05-01
10.0,35768.8,28010.0,952.3,0.6473300000000001,0.14110999999999999,2.0,2001-05-01
10.0,35768.8,28010.0,962.3,0.74483,0.01358,2.0,2001-05-01
10.0,35768.8,28010.0,972.3,0.65555,0.03503,2.0,2001-05-01
10.0,35768.8,28010.0,982.3,0.44415,0.02487,2.0,2001-05-01
10.0,35768.8,28010.0,992.3,0.41183000000000003,0.01139,2.0,2001-05-01
10.0,35768.8,28010.0,1002.3,0.3514,0.03655,2.0,2001-05-01
10.0,35768.8,28010.0,1012.3,0.38235,0.02615,2.0,2001-05-01
10.0,35768.8,28010.0,1022.3,0.52005,0.02738,2.0,2001-05-01
10.0,35768.8,28010.0,1032.3,0.34095,0.01632,2.0,2001-05-01
10.0,35768.8,28010.0,1042.3,0.55812,0.01521,2.0,2001-05-01
10.0,35768.8,28010.0,1052.3,0.37718,0.019,2.0,2001-05-01
10.0,35768.8,28010.0,1062.3,0.34003,0.04796,2.0,2001-05-01
10.0,35768.8,28010.0,1072.3,0.38165,0.04185,2.0,2001-05-01
10.0,35768.8,28010.0,1082.3,0.38505,0.02246,2.0,2001-05-01
10.0,35768.8,28010.0,1092.3,0.29969,0.02589,2.0,2001-05-01
12.0,35281.0,28016.0,882.9125,0.07407,0.00075,1.0,2000-05-01
12.0,35281.0,28016.0,892.9125,0.10562,0.00188,1.0,2000-05-01
12.0,35281.0,28016.0,902.9125,0.14164000000000002,0.00689,1.0,2000-05-01
12.0,35281.0,28016.0,912.9125,0.06021,0.00073,1.0,2000-05-01
12.0,35281.0,28016.0,922.9125,0.05,0.001,1.0,2000-05-01
13.0,35388.8,28039.9,845.6875,0.04057,0.00354,1.0,2006-07-01
13.0,35388.8,28039.9,855.6875,0.08142,0.00287,1.0,2006-07-01
13.0,35388.8,28039.9,865.6875,0.07517,0.00209,1.0,2006-07-01
13.0,35388.8,28039.9,875.6875,0.1849,0.00989,1.0,2006-07-01
13.0,35388.8,28039.9,885.6875,0.25274,0.06437,2.0,2006-07-01
13.0,35388.8,28039.9,895.6875,0.00301,0.00368,2.0,2006-07-01
13.0,35388.8,28039.9,905.6875,0.18902,0.02095,2.0,2006-07-01
13.0,35388.8,28039.9,915.6875,0.33384,0.02156,2.0,2006-07-01
13.0,35388.8,28039.9,925.6875,0.76513,0.00857,2.0,2006-07-01
13.0,35388.8,28039.9,935.6875,0.65556,0.01594,2.0,2006-07-01
13.0,35388.8,28039.9,945.6875,1.95921,0.01283,2.0,2006-07-01
13.0,35388.8,28039.9,955.6875,2.0097099999999997,0.01591,2.0,2006-07-01
13.0,35388.8,28039.9,965.6875,1.2383600000000001,0.02499,2.0,2006-07-01
13.0,35388.8,28039.9,975.6875,1.33395,0.04343,2.0,2006-07-01
14.0,35516.5,28005.6,737.4375,0.19626,0.00336,1.0,2003-08-01
14.0,35516.5,28005.6,747.4375,0.31582,0.00672,1.0,2003-08-01
14.0,35516.5,28005.6,757.4375,0.48956000000000005,0.00159,2.0,2003-08-01
14.0,35516.5,28005.6,767.4375,0.57909,0.00892,2.0,2003-08-01
14.0,35516.5,28005.6,777.4375,0.2665,0.00423,2.0,2003-08-01
14.0,35516.5,28005.6,787.4375,0.5141399999999999,0.00414,2.0,2003-08-01
14.0,35516.5,28005.6,797.4375,0.51975,0.01786,2.0,2003-08-01
14.0,35516.5,28005.6,807.4375,0.5978,0.00658,2.0,2003-08-01
14.0,35516.5,28005.6,817.4375,0.68134,0.0099,2.0,2003-08-01
14.0,35516.5,28005.6,827.4375,0.74157,0.01194,2.0,2003-08-01
14.0,35516.5,28005.6,837.4375,0.6932,0.01516,2.0,2003-08-01
14.0,35516.5,28005.6,847.4375,0.7308,0.01672,2.0,2003-08-01
14.0,35516.5,28005.6,857.4375,0.9246700000000001,0.01785,2.0,2003-08-01
14.0,35516.5,28005.6,867.4375,0.7043,0.01983,2.0,2003-08-01
14.0,35516.5,28005.6,877.4375,0.50349,0.0104,2.0,2003-08-01
14.0,35516.5,28005.6,887.4375,1.0035,0.02909,2.0,2003-08-01
14.0,35516.5,28005.6,897.4375,1.40604,0.11917,2.0,2003-08-01
14.0,35516.5,28005.6,907.4375,1.38895,0.11855,2.0,2003-08-01
14.0,35516.5,28005.6,917.4375,1.08595,0.03501,2.0,2003-08-01
14.0,35516.5,28005.6,927.4375,0.72125,0.00702,2.0,2003-08-01
14.0,35516.5,28005.6,937.4375,0.74036,0.00988,2.0,2003-08-01
14.0,35516.5,28005.6,947.4375,0.55886,0.02632,2.0,2003-08-01
14.0,35516.5,28005.6,957.4375,0.7734800000000001,0.01567,2.0,2003-08-01
14.0,35516.5,28005.6,967.4375,0.6350899999999999,0.01058,2.0,2003-08-01
14.0,35516.5,28005.6,977.4375,0.5181600000000001,0.0636,2.0,2003-08-01
14.0,35516.5,28005.6,987.4375,0.42694,0.02952,2.0,2003-08-01
14.0,35516.5,28005.6,997.4375,0.25861,0.00586,2.0,2003-08-01
15.0,35637.8,28023.8,686.125,0.3911,0.00363,1.0,2005-07-01
15.0,35637.8,28023.8,696.125,0.34365,0.00623,2.0,2005-07-01
15.0,35637.8,28023.8,706.125,0.30745,0.0039,2.0,2005-07-01
15.0,35637.8,28023.8,716.125,0.6241,0.00613,2.0,2005-07-01
15.0,35637.8,28023.8,726.125,0.49815,0.01287,2.0,2005-07-01
15.0,35637.8,28023.8,736.125,0.45177,0.0179,2.0,2005-07-01
15.0,35637.8,28023.8,746.125,0.4454,0.01973,2.0,2005-07-01
15.0,35637.8,28023.8,756.125,0.58775,0.09727,2.0,2005-07-01
15.0,35637.8,28023.8,766.125,0.3183,0.04676,2.0,2005-07-01
15.0,35637.8,28023.8,776.125,0.3553,0.02812,2.0,2005-07-01
15.0,35637.8,28023.8,786.125,0.6417,0.04788,2.0,2005-07-01
15.0,35637.8,28023.8,796.125,0.30565,0.04332,1.0,2005-07-01
15.0,35637.8,28023.8,806.125,0.3197,0.05983,1.0,2005-07-01
15.0,35637.8,28023.8,816.125,0.05823,0.05318,1.0,2005-07-01
15.0,35637.8,28023.8,826.125,0.0734,0.03662,1.0,2005-07-01
15.0,35637.8,28023.8,836.125,0.1212,0.04365,1.0,2005-07-01
15.0,35637.8,28023.8,846.125,0.08395,0.01826,1.0,2005-07-01
15.0,35637.8,28023.8,856.125,0.09385,0.04424,1.0,2005-07-01
15.0,35637.8,28023.8,866.125,0.25795,0.014,1.0,2005-07-01
15.0,35637.8,28023.8,876.125,0.30645,0.02736,1.0,2005-07-01
15.0,35637.8,28023.8,886.125,0.5191,0.03105,2.0,2005-07-01
15.0,35637.8,28023.8,896.125,0.50835,0.03209,2.0,2005-07-01
15.0,35637.8,28023.8,906.125,0.5408,0.02492,2.0,2005-07-01
15.0,35637.8,28023.8,916.125,0.6488,0.06723,2.0,2005-07-01
15.0,35637.8,28023.8,926.125,0.3269,0.01147,2.0,2005-07-01
15.0,35637.8,28023.8,936.125,0.2255,0.00737,2.0,2005-07-01
15.0,35637.8,28023.8,946.125,0.0958,0.02916,2.0,2005-07-01
15.0,35637.8,28023.8,956.125,0.4272,0.03819,2.0,2005-07-01
15.0,35637.8,28023.8,966.125,0.75938,0.03936,2.0,2005-07-01
15.0,35637.8,28023.8,976.125,0.7066,0.01369,2.0,2005-07-01
15.0,35637.8,28023.8,986.125,0.5485,0.00988,2.0,2005-07-01
15.0,35637.8,28023.8,996.125,0.86175,0.04852,2.0,2005-07-01
15.0,35637.8,28023.8,1006.125,0.73935,0.01131,2.0,2005-07-01
15.0,35637.8,28023.8,1016.125,0.5828,0.01639,2.0,2005-07-01
15.0,35637.8,28023.8,1026.125,0.6537,0.01037,2.0,2005-07-01
15.0,35637.8,28023.8,1036.125,0.657,0.01011,2.0,2005-07-01
15.0,35637.8,28023.8,1046.125,0.69817,0.00543,2.0,2005-07-01
16.0,35133.6,28138.4,713.6,0.48923,0.00459,2.0,2004-12-01
16.0,35133.6,28138.4,723.6,0.49818,0.02111,2.0,2004-12-01
16.0,35133.6,28138.4,733.6,0.5747,0.02056,2.0,2004-12-01
16.0,35133.6,28138.4,743.6,0.6142,0.01966,2.0,2004-12-01
16.0,35133.6,28138.4,753.6,0.61908,0.02115,2.0,2004-12-01
16.0,35133.6,28138.4,763.6,0.38263,0.03978,2.0,2004-12-01
16.0,35133.6,28138.4,773.6,0.6259,0.065,2.0,2004-12-01
16.0,35133.6,28138.4,783.6,0.5627800000000001,0.02799,2.0,2004-12-01
16.0,35133.6,28138.4,793.6,0.68515,0.03293,2.0,2004-12-01
16.0,35133.6,28138.4,803.6,0.56125,0.0467,2.0,2004-12-01
16.0,35133.6,28138.4,813.6,0.5125,0.03242,2.0,2004-12-01
16.0,35133.6,28138.4,823.6,0.44105,0.02612,2.0,2004-12-01
16.0,35133.6,28138.4,833.6,0.44232,0.0186,2.0,2004-12-01
16.0,35133.6,28138.4,843.6,0.54292,0.06025,2.0,2004-12-01
16.0,35133.6,28138.4,853.6,0.4769,0.02183,2.0,2004-12-01
16.0,35133.6,28138.4,863.6,0.43313,0.01439,2.0,2004-12-01
16.0,35133.6,28138.4,873.6,0.5205,0.03454,2.0,2004-12-01
16.0,35133.6,28138.4,883.6,0.5242,0.02183,2.0,2004-12-01
16.0,35133.6,28138.4,893.6,0.7221,0.0795,2.0,2004-12-01
16.0,35133.6,28138.4,903.6,0.62265,0.07588,2.0,2004-12-01
16.0,35133.6,28138.4,913.6,0.55082,0.05146,2.0,2004-12-01
16.0,35133.6,28138.4,923.6,0.61387,0.01264,2.0,2004-12-01
16.0,35133.6,28138.4,933.6,0.46468000000000004,0.0104,2.0,2004-12-01
16.0,35133.6,28138.4,943.6,0.67953,0.01666,2.0,2004-12-01
16.0,35133.6,28138.4,953.6,0.56785,0.03612,2.0,2004-12-01
16.0,35133.6,28138.4,963.6,0.37323,0.03428,2.0,2004-12-01
16.0,35133.6,28138.4,973.6,0.64671,0.03979,2.0,2004-12-01
17.0,35270.1,28159.3,718.225,0.35043,0.01582,1.0,2004-04-01
17.0,35270.1,28159.3,728.225,0.35485,0.01024,1.0,2004-04-01
17.0,35270.1,28159.3,738.225,0.2306,0.01112,1.0,2004-04-01
17.0,35270.1,28159.3,748.225,0.19685,0.01278,1.0,2004-04-01
17.0,35270.1,28159.3,758.225,0.30845,0.00618,1.0,2004-04-01
17.0,35270.1,28159.3,768.225,0.44515,0.007,2.0,2004-04-01
17.0,35270.1,28159.3,778.225,0.39105,0.01645,2.0,2004-04-01
17.0,35270.1,28159.3,788.225,0.3864,0.02835,2.0,2004-04-01
17.0,35270.1,28159.3,798.225,0.22655,0.02604,2.0,2004-04-01
17.0,35270.1,28159.3,808.225,0.54825,0.05139,2.0,2004-04-01
17.0,35270.1,28159.3,818.225,0.50085,0.0484,2.0,2004-04-01
17.0,35270.1,28159.3,828.225,0.4983,0.05955,2.0,2004-04-01
17.0,35270.1,28159.3,838.225,0.6137,0.05046,2.0,2004-04-01
17.0,35270.1,28159.3,848.225,0.64115,0.04358,2.0,2004-04-01
17.0,35270.1,28159.3,858.225,0.6522,0.0426,2.0,2004-04-01
17.0,35270.1,28159.3,868.225,0.5817,0.03776,2.0,2004-04-01
17.0,35270.1,28159.3,878.225,0.7095,0.04593,2.0,2004-04-01
17.0,35270.1,28159.3,888.225,0.66165,0.03846,2.0,2004-04-01
17.0,35270.1,28159.3,898.225,0.9776799999999999,0.0393,2.0,2004-04-01
17.0,35270.1,28159.3,908.225,0.79865,0.04538,2.0,2004-04-01
17.0,35270.1,28159.3,918.225,0.78525,0.04252,2.0,2004-04-01
17.0,35270.1,28159.3,928.225,0.51105,0.02183,2.0,2004-04-01
17.0,35270.1,28159.3,938.225,0.6082,0.02393,2.0,2004-04-01
17.0,35270.1,28159.3,948.225,0.31335,0.02183,2.0,2004-04-01
17.0,35270.1,28159.3,958.225,0.509,0.01265,2.0,2004-04-01
17.0,35270.1,28159.3,968.225,0.6678,0.02049,2.0,2004-04-01
17.0,35270.1,28159.3,978.225,0.46275,0.01219,2.0,2004-04-01
17.0,35270.1,28159.3,988.225,0.55265,0.00979,2.0,2004-04-01
17.0,35270.1,28159.3,998.225,0.41675,0.01708,2.0,2004-04-01
17.0,35270.1,28159.3,1008.225,0.5268,0.01861,2.0,2004-04-01
17.0,35270.1,28159.3,1018.225,0.50168,0.01659,2.0,2004-04-01
18.0,35387.6,28135.1,694.025,0.30875,0.00306,1.0,2004-08-01
18.0,35387.6,28135.1,704.025,0.3564,0.00352,1.0,2004-08-01
18.0,35387.6,28135.1,714.025,0.34655,0.00419,1.0,2004-08-01
18.0,35387.6,28135.1,724.025,0.22315,0.00481,1.0,2004-08-01
18.0,35387.6,28135.1,734.025,0.2507,0.00546,1.0,2004-08-01
18.0,35387.6,28135.1,744.025,0.3489,0.00507,1.0,2004-08-01
18.0,35387.6,28135.1,754.025,0.32527,0.00648,1.0,2004-08-01
18.0,35387.6,28135.1,764.025,0.2939,0.04107,1.0,2004-08-01
18.0,35387.6,28135.1,774.025,0.08615,0.0574,1.0,2004-08-01
18.0,35387.6,28135.1,784.025,0.1525,0.02421,1.0,2004-08-01
18.0,35387.6,28135.1,794.025,0.17125,0.04369,1.0,2004-08-01
18.0,35387.6,28135.1,804.025,0.03655,0.11692000000000001,1.0,2004-08-01
18.0,35387.6,28135.1,814.025,0.4694,0.0441,1.0,2004-08-01
18.0,35387.6,28135.1,824.025,0.43465,0.03652,1.0,2004-08-01
18.0,35387.6,28135.1,834.025,0.13083,0.10287,2.0,2004-08-01
18.0,35387.6,28135.1,844.025,0.13385,0.03869,2.0,2004-08-01
18.0,35387.6,28135.1,854.025,0.57385,0.03698,2.0,2004-08-01
18.0,35387.6,28135.1,864.025,0.5626,0.00823,2.0,2004-08-01
18.0,35387.6,28135.1,874.025,1.30505,0.04715,2.0,2004-08-01
18.0,35387.6,28135.1,884.025,1.27485,0.05765,2.0,2004-08-01
18.0,35387.6,28135.1,894.025,0.7209,0.12779000000000001,2.0,2004-08-01
18.0,35387.6,28135.1,904.025,0.4692,0.03489,2.0,2004-08-01
18.0,35387.6,28135.1,914.025,0.8023,0.02603,2.0,2004-08-01
18.0,35387.6,28135.1,924.025,0.77155,0.03248,2.0,2004-08-01
18.0,35387.6,28135.1,934.025,0.78505,0.03055,2.0,2004-08-01
18.0,35387.6,28135.1,944.025,0.75515,0.01628,2.0,2004-08-01
18.0,35387.6,28135.1,954.025,0.60865,0.02255,2.0,2004-08-01
18.0,35387.6,28135.1,964.025,0.36935,0.01946,2.0,2004-08-01
18.0,35387.6,28135.1,974.025,0.38711999999999996,0.01367,2.0,2004-08-01
18.0,35387.6,28135.1,984.025,0.7477,0.03369,2.0,2004-08-01
18.0,35387.6,28135.1,994.025,1.0603,0.03285,2.0,2004-08-01
18.0,35387.6,28135.1,1004.025,0.8597,0.02598,2.0,2004-08-01
18.0,35387.6,28135.1,1014.025,0.7496,0.01451,2.0,2004-08-01
18.0,35387.6,28135.1,1024.025,0.71615,0.00842,2.0,2004-08-01
18.0,35387.6,28135.1,1034.025,0.79304,0.00409,2.0,2004-08-01
19.0,35513.5,28138.0,675.4125,0.28856,0.00262,2.0,2000-09-01
19.0,35513.5,28138.0,685.4125,0.37931,0.00078,2.0,2000-09-01
19.0,35513.5,28138.0,695.4125,0.36846999999999996,0.00078,2.0,2000-09-01
19.0,35513.5,28138.0,705.4125,0.67313,0.00379,2.0,2000-09-01
19.0,35513.5,28138.0,715.4125,0.48258999999999996,0.01504,2.0,2000-09-01
19.0,35513.5,28138.0,725.4125,0.39765,0.0217,2.0,2000-09-01
19.0,35513.5,28138.0,735.4125,0.24372,0.0211,2.0,2000-09-01
19.0,35513.5,28138.0,745.4125,0.1717,0.06853,2.0,2000-09-01
19.0,35513.5,28138.0,755.4125,0.19466,0.04031,2.0,2000-09-01
19.0,35513.5,28138.0,765.4125,0.59297,0.04943,2.0,2000-09-01
19.0,35513.5,28138.0,775.4125,0.6332899999999999,0.07228,2.0,2000-09-01
19.0,35513.5,28138.0,785.4125,1.28554,0.11637,2.0,2000-09-01
19.0,35513.5,28138.0,795.4125,1.94265,0.15056,2.0,2000-09-01
19.0,35513.5,28138.0,805.4125,0.77418,0.0497,2.0,2000-09-01
19.0,35513.5,28138.0,815.4125,0.56366,0.01571,2.0,2000-09-01
19.0,35513.5,28138.0,825.4125,0.6146699999999999,0.03235,2.0,2000-09-01
19.0,35513.5,28138.0,835.4125,0.7448,0.04755,2.0,2000-09-01
19.0,35513.5,28138.0,845.4125,0.46476999999999996,0.04025,2.0,2000-09-01
19.0,35513.5,28138.0,855.4125,0.5464899999999999,0.03389,2.0,2000-09-01
19.0,35513.5,28138.0,865.4125,0.5909399999999999,0.03208,2.0,2000-09-01
19.0,35513.5,28138.0,875.4125,0.5435,0.03171,2.0,2000-09-01
19.0,35513.5,28138.0,885.4125,0.39205999999999996,0.01484,2.0,2000-09-01
19.0,35513.5,28138.0,895.4125,0.39960999999999997,0.01591,2.0,2000-09-01
19.0,35513.5,28138.0,905.4125,0.44123999999999997,0.01996,2.0,2000-09-01
19.0,35513.5,28138.0,915.4125,0.46455,0.028,2.0,2000-09-01
19.0,35513.5,28138.0,925.4125,0.55337,0.01256,2.0,2000-09-01
19.0,35513.5,28138.0,935.4125,0.63635,0.01111,2.0,2000-09-01
19.0,35513.5,28138.0,945.4125,0.53077,0.01386,2.0,2000-09-01
19.0,35513.5,28138.0,955.4125,0.57004,0.01778,2.0,2000-09-01
19.0,35513.5,28138.0,965.4125,0.52759,0.01974,2.0,2000-09-01
19.0,35513.5,28138.0,975.4125,0.69152,0.00831,2.0,2000-09-01
19.0,35513.5,28138.0,985.4125,0.41941999999999996,0.00852,2.0,2000-09-01
19.0,35513.5,28138.0,995.4125,0.61649,0.01649,2.0,2000-09-01
19.0,35513.5,28138.0,1005.4119999999999,0.57962,0.0217,2.0,2000-09-01
19.0,35513.5,28138.0,1015.4119999999999,0.61185,0.01737,2.0,2000-09-01
19.0,35513.5,28138.0,1025.412,0.44009,0.01638,2.0,2000-09-01
19.0,35513.5,28138.0,1035.412,0.52028,0.00673,2.0,2000-09-01
19.0,35513.5,28138.0,1045.412,0.45264,0.01558,2.0,2000-09-01
19.0,35513.5,28138.0,1055.412,0.4888,0.00724,2.0,2000-09-01
19.0,35513.5,28138.0,1065.412,0.59673,0.00444,2.0,2000-09-01
20.0,35762.1,28127.8,697.9,0.6836,0.20185,2.0,2005-07-01
20.0,35762.1,28127.8,707.9,0.49823,0.11775,2.0,2005-07-01
20.0,35762.1,28127.8,717.9,0.79452,0.13710999999999998,2.0,2005-07-01
20.0,35762.1,28127.8,727.9,0.946,0.14533,2.0,2005-07-01
20.0,35762.1,28127.8,737.9,0.95883,0.06887,2.0,2005-07-01
20.0,35762.1,28127.8,747.9,0.51844,0.07336,2.0,2005-07-01
20.0,35762.1,28127.8,757.9,0.8856700000000001,0.06935,2.0,2005-07-01
20.0,35762.1,28127.8,767.9,0.7136,0.05678,2.0,2005-07-01
20.0,35762.1,28127.8,777.9,0.55995,0.03345,2.0,2005-07-01
20.0,35762.1,28127.8,787.9,0.32173,0.02232,2.0,2005-07-01
20.0,35762.1,28127.8,797.9,1.17913,0.01995,2.0,2005-07-01
20.0,35762.1,28127.8,807.9,0.55442,0.03302,2.0,2005-07-01
20.0,35762.1,28127.8,817.9,0.57952,0.02328,2.0,2005-07-01
20.0,35762.1,28127.8,827.9,0.2639,0.02431,2.0,2005-07-01
20.0,35762.1,28127.8,837.9,0.371,0.02704,2.0,2005-07-01
20.0,35762.1,28127.8,847.9,0.25708000000000003,0.02436,1.0,2005-07-01
20.0,35762.1,28127.8,857.9,0.20755,0.00971,1.0,2005-07-01
20.0,35762.1,28127.8,867.9,0.25675,0.0166,1.0,2005-07-01
20.0,35762.1,28127.8,877.9,0.14298,0.02154,1.0,2005-07-01
20.0,35762.1,28127.8,887.9,0.0277,0.02132,1.0,2005-07-01
20.0,35762.1,28127.8,897.9,0.14195,0.00815,1.0,2005-07-01
20.0,35762.1,28127.8,907.9,0.47705,0.00975,1.0,2005-07-01
20.0,35762.1,28127.8,917.9,0.5638,0.0096,2.0,2005-07-01
20.0,35762.1,28127.8,927.9,0.42672,0.00689,2.0,2005-07-01
20.0,35762.1,28127.8,937.9,0.5310699999999999,0.00907,2.0,2005-07-01
20.0,35762.1,28127.8,947.9,0.34065,0.00347,2.0,2005-07-01
20.0,35762.1,28127.8,957.9,0.38795,0.00671,2.0,2005-07-01
20.0,35762.1,28127.8,967.9,0.34876999999999997,0.01019,2.0,2005-07-01
20.0,35762.1,28127.8,977.9,0.35215,0.00823,2.0,2005-07-01
20.0,35762.1,28127.8,987.9,0.3422,0.0033,2.0,2005-07-01
20.0,35762.1,28127.8,997.9,0.43596999999999997,0.01093,1.0,2005-07-01
20.0,35762.1,28127.8,1007.9,0.34347,0.00506,1.0,2005-07-01
20.0,35762.1,28127.8,1017.9,0.26705,0.015,1.0,2005-07-01
